,TS_OX1_RS,TS_OX1_SM,TS_OX1_SCM,TS_OX1_IM
583,-19388.32742464083,-14977.556580004919,-14937.507415020415,-15159.02186178516
584,-19388.32742464083,-14977.556580004919,-14937.507415020415,-15159.02186178516
585,-19666.7780371674,-14977.556580004919,-14937.507415020415,-15159.02186178516
586,-19666.7780371674,-14977.556580004919,-14937.507415020415,-15159.02186178516
587,-19666.7780371674,-14977.556580004919,-14937.507415020415,-15159.02186178516
588,-19666.7780371674,-14977.556580004919,-14937.507415020415,-15159.02186178516
589,-19666.7780371674,-14977.556580004919,-14937.507415020415,-15159.02186178516
590,-19666.7780371674,-14977.556580004919,-14937.507415020415,-15159.02186178516
591,-19666.7780371674,-14977.556580004919,-14937.507415020415,-15159.02186178516
592,-19666.7780371674,-14977.556580004919,-14937.507415020415,-15159.02186178516
593,-19666.7780371674,-14977.556580004919,-14937.507415020415,-15159.02186178516
594,-19666.7780371674,-14977.556580004919,-14937.507415020415,-15159.02186178516
595,-19666.885782766898,-14977.556580004919,-14937.507415020415,-15159.02186178516
596,-19761.167139825677,-14977.556580004919,-14937.507415020415,-15159.02186178516
597,-19997.053695460952,-14977.556580004919,-14937.507415020415,-15159.02186178516
598,-19997.053695460952,-14977.556580004919,-14937.507415020415,-15159.02186178516
599,-20287.93157742946,-14977.556580004919,-14937.507415020415,-15159.02186178516
600,-20287.93157742946,-14977.556580004919,-14937.507415020415,-15159.02186178516
601,-20287.93157742946,-14977.556580004919,-14937.507415020415,-15159.02186178516
602,-20618.207235723006,-14977.556580004919,-14937.507415020415,-15159.02186178516
603,-20287.93157742946,-14977.556580004919,-14937.507415020415,-15159.02186178516
604,-20618.207235723006,-14977.556580004919,-14937.507415020415,-15159.02186178516
605,-20618.207235723006,-14977.556580004919,-14937.507415020415,-15159.02186178516
606,-20618.207235723006,-14977.556580004919,-14937.507415020415,-15159.02186178516
607,-20618.207235723006,-14977.556580004919,-14937.507415020415,-15542.037340476047
608,-20618.207235723006,-14977.556580004919,-14937.507415020415,-15542.037340476047
609,-20618.207235723006,-14977.556580004919,-14937.507415020415,-15542.037340476047
610,-20618.207235723006,-14977.556580004919,-14937.507415020415,-15542.037340476047
611,-20618.207235723006,-14977.556580004919,-14937.507415020415,-15542.037340476047
612,-20618.207235723006,-14977.556580004919,-14937.507415020415,-15542.037340476047
613,-20618.207235723006,-14977.556580004919,-14937.507415020415,-15542.03734047605
614,-20618.207235723006,-14977.556580004919,-14937.507415020415,-15542.03734047605
615,-20619.31912056155,-14977.556580004919,-14937.507415020415,-15542.037340476052
616,-20619.31912056155,-14977.556580004919,-14937.507415020415,-15542.037340476052
617,-20619.31912056155,-14977.556580004919,-14937.507415020415,-15542.037340476054
618,-20619.31912056155,-14977.556580004919,-14937.507415020415,-15542.037340476052
619,-20619.31912056155,-14977.556580004924,-14937.507415020415,-15542.037340476054
620,-20660.939579296803,-14977.556580004924,-14937.507415020415,-15542.037340476054
621,-20619.31912056155,-14977.556580004924,-14937.507415020415,-15542.037340476054
622,-20619.31912056155,-14977.556580004924,-14937.507415020415,-15542.037340476054
623,-20619.31912056155,-14977.556580004924,-14937.507415020415,-15542.037340476054
624,-20619.31912056155,-14977.556580004924,-14937.507415020415,-15542.037340476054
625,-20619.31912056155,-14977.556580004924,-14937.507415020415,-15542.037340476054
626,-20619.31912056155,-14977.556580004924,-14937.507415020415,-15542.037340476054
627,-20619.31912056155,-14977.556580004924,-14937.507415020415,-15542.037340476054
628,-20619.3778455115,-14977.556580004924,-14937.507415020415,-15542.037340476054
629,-20619.636941783145,-14977.556580004924,-14937.507415020415,-15542.037340476054
630,-20619.636941783145,-14977.556580004924,-14937.507415020415,-15613.45250832522
631,-20619.636941783145,-14977.556580004924,-14937.507415020415,-15542.037340476054
632,-20619.636941783145,-14977.556580004924,-14937.507415020415,-15542.037340476054
633,-20619.636941783145,-14977.556580004924,-14937.507415020415,-15542.037340476054
634,-20619.636941783145,-14977.556580004924,-14937.507415020415,-15542.037340476054
635,-20619.695666733092,-14977.556580004924,-14937.507415020415,-15542.037340476052
636,-20619.695666733092,-14977.556580004924,-14937.507415020415,-15542.037340476052
637,-20619.695666733092,-14977.556580004924,-14937.507415020415,-15542.037340476052
638,-20619.695666733092,-14977.556580004924,-14937.507415020415,-15542.037340476052
639,-20619.695666733092,-14977.556580004924,-14937.507415020415,-15542.037340476052
640,-20619.695666733092,-14977.556580004924,-14937.507415020415,-15542.037340476052
641,-20619.695666733092,-15004.567460958384,-14937.507415020415,-15542.037340476054
642,-20619.695666733092,-15004.567460958384,-14937.507415020415,-15542.037340476054
643,-20619.695666733092,-15004.567460958384,-14937.507415020415,-15542.037340476054
644,-20619.695666733092,-15004.567460958384,-14937.507415020415,-15542.037340476054
645,-20619.695666733092,-15004.567460958384,-14937.507415020415,-15542.037340476052
646,-20619.695666733092,-15004.567460958384,-14937.507415020415,-15542.037340476052
647,-20619.695666733092,-15004.567460958384,-14937.507415020415,-15542.037340476052
648,-20619.695666733092,-15004.567460958384,-14937.507415020415,-15542.037340476052
649,-20619.695666733092,-15004.567460958384,-14937.507415020415,-15542.037340476052
650,-20619.695666733092,-15004.567460958384,-14937.507415020415,-15542.037340476052
651,-20619.708108846586,-15004.567460958384,-14937.507415020415,-15542.037340476052
652,-20620.10026416251,-15004.567460958384,-14937.507415020415,-15542.037340476052
653,-20620.10026416251,-15004.567460958384,-14937.507415020415,-16200.189838992908
654,-20620.10026416251,-15004.567460958384,-14937.507415020415,-16200.189838992908
655,-20674.083600932507,-15004.567460958384,-14937.507415020415,-16200.189838992908
656,-20674.083600932507,-15004.567460958384,-14937.507415020415,-16200.189838992908
657,-20918.12847947104,-15004.567460958384,-14937.507415020415,-16200.189838992903
658,-20918.53307690045,-15004.567460958384,-14937.507415020415,-16200.189838992903
659,-20972.11181624103,-15004.567460958384,-14937.507415020415,-16200.189838992903
660,-20972.516413670448,-15004.567460958384,-14937.507415020415,-16200.189838992903
661,-20972.516413670448,-15004.567460958384,-14937.507415020415,-15542.037340476054
662,-20972.516413670448,-15004.567460958384,-14937.507415020415,-16200.189838992903
663,-20972.516413670448,-15004.567460958384,-14937.507415020415,-16200.189838992903
664,-20972.516413670448,-15004.567460958384,-14937.507415020415,-16200.189838992903
665,-20972.516413670448,-15004.567460958384,-14937.507415020415,-16200.189838992903
666,-20972.516413670448,-15004.567460958384,-14937.507415020415,-16200.189838992903
667,-20972.516413670448,-15004.567460958384,-14937.507415020415,-16200.189838992903
668,-20972.516413670448,-15004.567460958384,-14937.507415020415,-16200.189838992903
669,-20972.516413670448,-15004.567460958384,-14937.507415020415,-16200.189838992903
670,-20972.516413670448,-15004.567460958384,-14937.507415020415,-16200.189838992903
671,-20972.516413670448,-15004.567460958384,-14937.507415020415,-16200.189838992908
672,-20972.516413670448,-15004.567460958384,-14937.507415020415,-15542.037340476054
673,-20972.55825776311,-15004.567460958384,-14937.507415020415,-15542.037340476054
674,-20972.55825776311,-15004.567460958384,-14937.507415020415,-15542.037340476054
675,-20972.55825776311,-15004.567460958384,-14937.507415020415,-15542.037340476054
676,-20972.55825776311,-15004.567460958384,-14937.507415020415,-16200.189838992908
677,-20972.55825776311,-15004.567460958384,-14937.507415020415,-16200.189838992908
678,-20972.57904658021,-15004.567460958384,-14937.507415020415,-15542.037340476054
679,-20972.57904658021,-15004.567460958384,-14937.507415020415,-15542.037340476054
680,-20972.57904658021,-15004.567460958384,-14937.507415020415,-15542.037340476054
681,-20972.57904658021,-15004.567460958384,-14937.507415020415,-15542.037340476058
682,-20972.57904658021,-15004.567460958384,-14937.507415020415,-15542.037340476058
683,-20972.57904658021,-15004.567460958384,-14937.507415020415,-15542.037340476058
684,-20972.57904658021,-15004.567460958384,-14937.507415020415,-15542.037340476058
685,-20972.57904658021,-15004.567460958384,-14937.507415020415,-15542.037340476058
686,-20972.57904658021,-15004.567460958384,-14937.507415020415,-15542.037340476058
687,-20972.57904658021,-15004.567460958384,-14937.507415020415,-15542.037340476058
688,-20972.57904658021,-15004.567460958384,-14937.507415020415,-15542.037340476058
689,-20972.57904658021,-15004.567460958384,-14937.507415020415,-16200.18983899291
690,-20972.57904658021,-15107.465836880783,-14937.507415020415,-15542.037340476058
691,-20972.57904658021,-15004.567460958384,-14937.507415020415,-15542.037340476058
692,-20972.57904658021,-15004.567460958384,-14937.507415020415,-15542.037340476058
693,-20972.57904658021,-15004.567460958384,-14937.507415020415,-15542.037340476058
694,-20972.57904658021,-15004.567460958384,-14937.507415020415,-15542.037340476058
695,-20972.57904658021,-15004.567460958384,-14937.507415020415,-15542.037340476058
696,-20972.57904658021,-15004.567460958384,-14937.507415020415,-15542.037340476058
697,-20972.57904658021,-15004.567460958384,-14937.507415020415,-15542.037340476058
698,-20972.57904658021,-15004.567460958384,-14937.507415020415,-15542.037340476058
699,-20972.57904658021,-15004.567460958384,-14937.507415020415,-15542.037340476058
700,-20972.57904658021,-15004.567460958384,-14937.507415020415,-15542.037340476058
701,-20972.57904658021,-15004.567460958384,-14937.507415020415,-15542.037340476058
702,-20972.57904658021,-15004.567460958384,-14937.507415020415,-15542.037340476058
703,-20972.57904658021,-15004.567460958384,-14937.507415020415,-15542.037340476058
704,-20972.57904658021,-15004.567460958384,-14937.507415020415,-15542.037340476058
705,-20972.57904658021,-15004.567460958384,-14937.507415020415,-15542.037340476058
706,-21229.509792071047,-15004.567460958384,-14937.507415020415,-15542.037340476058
707,-20972.57904658021,-15004.567460958384,-14937.507415020415,-15542.037340476058
708,-20972.57904658021,-15004.567460958384,-14937.507415020415,-15542.037340476058
709,-20972.57904658021,-15004.567460958384,-14937.507415020415,-15542.037340476058
710,-20972.57904658021,-15004.567460958384,-14937.507415020415,-15542.037340476058
711,-20972.57904658021,-15004.567460958384,-14937.507415020415,-15542.037340476058
712,-20972.57904658021,-15004.567460958384,-14937.507415020415,-15542.037340476058
713,-21037.408577842365,-15004.567460958384,-14937.507415020415,-15542.037340476058
714,-21037.408577842365,-15004.567460958384,-14937.507415020415,-15542.037340476058
715,-21037.408577842365,-15004.567460958384,-14937.507415020415,-15542.037340476058
716,-21037.408577842365,-15004.567460958386,-14937.507415020415,-15542.037340476058
717,-21037.408577842365,-15004.567460958386,-14937.507415020415,-15542.037340476058
718,-21037.408577842365,-15004.567460958386,-14937.507415020415,-15542.037340476058
719,-21037.408577842365,-15004.567460958386,-14937.507415020415,-15542.037340476058
720,-21037.408577842365,-15009.71286473413,-14937.507415020415,-15542.037340476058
721,-21037.408577842365,-15004.567460958384,-14937.507415020415,-15542.037340476058
722,-21037.408577842365,-15004.567460958384,-14937.507415020415,-15542.037340476058
723,-21037.408577842365,-15004.567460958384,-14937.507415020415,-15542.037340476058
724,-21037.408577842365,-15004.567460958384,-14937.507415020415,-15542.037340476058
725,-21037.408577842365,-15004.567460958384,-14937.507415020415,-15542.037340476058
726,-21037.408577842365,-15004.567460958384,-14937.507415020415,-15542.037340476058
727,-21037.408577842365,-15004.567460958384,-14937.507415020415,-15542.037340476058
728,-21037.408577842365,-15004.567460958384,-14937.507415020415,-16200.18983899291
729,-21037.408577842365,-15004.567460958384,-14937.507415020415,-16200.18983899291
730,-21037.408577842365,-15004.567460958384,-14937.507415020415,-16200.18983899291
731,-21037.408577842365,-15004.567460958384,-14937.507415020415,-16200.18983899291
732,-21037.408577842365,-15004.567460958384,-14937.507415020415,-16200.18983899291
733,-21037.408577842365,-15004.567460958384,-14937.507415020415,-16200.18983899291
734,-21037.408577842365,-15004.567460958384,-14937.507415020415,-16200.189838992916
735,-21037.408577842365,-15004.567460958384,-14937.507415020415,-16200.189838992916
736,-21037.408577842365,-15004.567460958384,-14937.507415020415,-16200.18983899291
737,-21037.408577842365,-15004.567460958384,-14937.507415020415,-16200.18983899291
738,-21037.408577842365,-15004.567460958384,-14937.507415020415,-16200.18983899291
739,-21037.408577842365,-15004.567460958384,-14937.507415020415,-16200.18983899291
740,-21037.408577842365,-15004.567460958384,-14937.507415020415,-16200.18983899291
741,-21107.998428418854,-15004.567460958384,-14937.507415020415,-16200.18983899291
742,-21037.41620258247,-15004.567460958384,-14937.507415020415,-16200.18983899291
743,-21037.408577842365,-15004.567460958384,-14937.507415020415,-16200.189838992912
744,-21037.408577842365,-15004.567460958384,-14937.507415020415,-16200.189838992916
745,-21037.408577842365,-15004.567460958384,-14937.507415020415,-16200.18983899291
746,-21037.408577842365,-15004.567460958384,-14937.507415020415,-16200.18983899291
747,-21037.408577842365,-15004.567460958384,-14937.507415020415,-16200.18983899291
748,-21037.408577842365,-15004.567460958384,-14937.507415020415,-16200.18983899291
749,-21037.408577842365,-15004.567460958384,-14937.507415020415,-16200.189838992912
750,-21037.408577842365,-15004.567460958384,-14937.507415020415,-16200.189838992912
751,-21037.408577842365,-15004.567460958384,-14937.507415020415,-16200.189838992912
752,-21037.408577842365,-15004.567460958384,-14937.507415020415,-16200.189838992912
753,-21259.70532732554,-15004.567460958384,-14937.507415020415,-16200.18983899291
754,-21037.408577842365,-15004.567460958384,-14937.507415020415,-16200.18983899291
755,-21037.408577842365,-15004.567460958384,-14937.507415020415,-16200.189838992912
756,-21037.408577842365,-15004.567460958384,-14937.507415020415,-16200.189838992912
757,-21037.408577842365,-15004.567460958384,-14937.507415020415,-16200.189838992912
758,-21037.408577842365,-15004.567460958384,-14937.507415020415,-16200.189838992912
759,-21037.408577842365,-15004.567460958384,-14937.507415020415,-16200.189838992916
760,-21037.408577842365,-15004.567460958384,-14937.507415020415,-16200.189838992916
761,-21037.408577842365,-15004.567460958384,-14937.507415020415,-16200.189838992916
762,-21037.408577842365,-15004.567460958384,-14937.507415020415,-16200.18983899291
763,-21037.408577842365,-15004.567460958384,-14937.507415020415,-16200.18983899291
764,-21037.408577842365,-15004.567460958384,-14937.507415020415,-16200.18983899291
765,-21037.408577842365,-15004.567460958384,-14937.507415020415,-16212.923805719152
766,-21037.408577842365,-15004.567460958384,-14937.507415020415,-16200.18983899291
767,-21037.408577842365,-15004.567460958384,-14937.507415020415,-16200.18983899291
768,-21037.408577842365,-15004.567460958384,-14937.507415020415,-16200.18983899291
769,-21037.408577842365,-15004.567460958384,-14937.507415020415,-16200.18983899291
770,-21037.408577842365,-15004.567460958384,-14937.507415020415,-16200.18983899291
771,-21037.408577842365,-15004.567460958384,-14937.507415020415,-16200.18983899291
772,-21037.408577842365,-15004.567460958384,-14937.507415020415,-16200.18983899291
773,-21037.408577842365,-15004.567460958384,-14937.507415020415,-16200.18983899291
774,-21037.408577842365,-15004.567460958384,-14937.507415020415,-16200.18983899291
775,-21038.300615505304,-15004.567460958384,-14937.507415020415,-16200.18983899291
776,-21037.408577842365,-15004.567460958384,-14937.507415020415,-16200.18983899291
777,-21037.408577842365,-15004.567460958384,-14937.507415020415,-16200.18983899291
778,-21037.408577842365,-15004.567460958384,-14937.507415020415,-16200.18983899291
779,-21037.408577842365,-15004.567460958384,-14937.507415020415,-16200.189838992908
780,-21037.408577842365,-15004.567460958384,-14937.507415020415,-16200.189838992908
781,-21037.408577842365,-15004.567460958384,-14937.507415020415,-16200.189838992908
782,-21037.408577842365,-15004.567460958384,-14937.507415020415,-16200.189838992908
783,-21037.408577842365,-15004.567460958384,-14937.507415020415,-16200.189838992908
784,-21037.408577842365,-15004.567460958384,-14937.507415020415,-16200.189838992908
785,-21037.408577842365,-15004.567460958384,-14937.507415020415,-16200.189838992908
786,-21037.408577842365,-15078.055409204491,-14937.507415020415,-16200.189838992908
787,-21037.408577842365,-15078.055409204491,-14937.507415020415,-16200.189838992908
788,-21037.408577842365,-15004.567460958384,-14937.507415020415,-16200.18983899291
789,-21037.408577842365,-15004.567460958384,-14937.507415020415,-16200.18983899291
790,-21037.408577842365,-15004.567460958384,-14937.507415020415,-16200.18983899291
791,-21037.408577842365,-15004.567460958384,-14937.507415020415,-16200.18983899291
792,-21037.408577842365,-15004.567460958384,-14937.507415020415,-16200.18983899291
793,-21038.246132317607,-15004.567460958384,-14937.507415020415,-16200.18983899291
794,-21037.432931256844,-15004.567460958384,-14937.507415020415,-16200.18983899291
795,-21037.432931256844,-15004.567460958384,-14937.507415020415,-16200.18983899291
796,-21037.432931256844,-15004.567460958384,-14937.507415020415,-16200.189838992908
797,-21040.86138265787,-15004.567460958384,-14937.507415020415,-16200.189838992908
798,-21040.86138265787,-15004.567460958384,-14937.507415020415,-16200.189838992908
799,-21040.86138265787,-15004.567460958384,-14937.507415020415,-16200.189838992908
800,-21241.748702230463,-15004.567460958384,-14937.507415020415,-16200.189838992908
801,-21241.748702230463,-15004.567460958384,-14937.507415020415,-16200.189838992908
802,-21241.748702230463,-15004.567460958384,-14937.507415020415,-16200.189838992908
803,-21241.748702230463,-15004.567460958384,-14937.507415020415,-16200.189838992908
804,-21293.2147366918,-15004.567460958384,-14937.507415020415,-15954.363882201189
805,-21293.2147366918,-15004.567460958384,-14937.507415020415,-15863.655294111688
806,-21293.2147366918,-15004.567460958384,-14937.507415020415,-16200.189838992908
807,-21293.2147366918,-15004.567460958384,-14937.507415020415,-16200.189838992908
808,-21293.4271932037,-15004.567460958384,-14937.507415020415,-15774.924135327117
809,-21293.2147366918,-15004.567460958384,-14937.507415020415,-16200.189838992908
810,-21293.2147366918,-15004.567460958384,-14937.507415020415,-16200.189838992908
811,-21293.581772330712,-15004.567460958384,-14937.507415020415,-16200.189838992908
812,-21293.581772330712,-15004.567460958384,-14937.507415020415,-16200.189838992908
813,-21293.581772330712,-15004.567460958384,-14937.507415020415,-16200.189838992908
814,-21293.581772330712,-15004.567460958384,-14937.507415020415,-16200.189838992908
815,-21293.581772330712,-15004.567460958384,-14937.507415020415,-16200.189838992908
816,-21293.581772330712,-15004.567460958384,-14937.507415020415,-16200.18983899291
817,-21293.581772330712,-15004.567460958384,-14937.507415020415,-16200.189838992908
818,-21293.581772330712,-15004.567460958384,-14937.507415020415,-16200.189838992908
819,-21293.581772330712,-15004.567460958384,-14937.507415020415,-16200.189838992908
820,-21293.581772330712,-15004.567460958384,-14937.507415020415,-16200.189838992912
821,-21293.581772330712,-15004.567460958384,-14937.507415020415,-16200.189838992912
822,-21293.581772330712,-15004.567460958384,-14937.507415020415,-16200.189838992908
823,-21293.581772330712,-15004.567460958384,-14937.507415020415,-16234.50404010193
824,-21293.581772330712,-15004.567460958384,-14937.507415020415,-16234.50404010193
825,-21309.35944462416,-15004.567460958384,-14937.507415020415,-16234.50404010193
826,-21293.581772330712,-15004.567460958384,-14937.507415020415,-16234.50404010193
827,-21293.581772330712,-15004.567460958384,-14937.507415020415,-16200.189838992908
828,-21293.581772330712,-15004.567460958384,-14937.507415020415,-16200.189838992908
829,-21293.581772330712,-15004.567460958384,-14937.507415020415,-16200.189838992908
830,-21293.581772330712,-15004.567460958384,-14937.507415020415,-16200.189838992908
831,-21293.581772330712,-15004.567460958384,-14937.507415020415,-16200.189838992908
832,-21293.581772330712,-15004.567460958384,-14937.507415020415,-15439.331423105168
833,-21293.581772330712,-15004.567460958384,-14937.507415020415,-15439.331423105168
834,-21293.581772330712,-15004.567460958384,-14937.507415020415,-15439.331423105168
835,-21294.11626034645,-15004.567460958384,-14937.507415020415,-15439.331423105168
836,-21294.11626034645,-15004.567460958384,-14937.507415020415,-15439.331423105168
837,-21294.11626034645,-15004.567460958384,-14937.507415020415,-15439.331423105168
838,-21294.11626034645,-15004.567460958384,-14937.507415020415,-15714.367924021064
839,-21294.11626034645,-15004.567460958384,-14937.507415020415,-15714.367924021064
840,-21294.11626034645,-15004.567460958384,-14937.507415020415,-15714.367924021064
841,-21294.11626034645,-15004.567460958384,-14937.507415020415,-15714.367924021064
842,-21294.11626034645,-15004.567460958384,-14937.507415020415,-15714.367924021068
843,-21294.11626034645,-15004.567460958384,-14937.507415020415,-16138.866297549175
844,-21294.11626034645,-15004.567460958384,-14937.507415020415,-16138.866297549175
845,-21294.11626034645,-15004.567460958384,-14937.507415020415,-15827.801828751371
846,-21294.11626034645,-15004.567460958384,-14937.507415020415,-15827.801828751368
847,-21294.11626034645,-15004.567460958384,-14937.507415020415,-15500.654964548892
848,-21294.11626034645,-15004.567460958384,-14937.507415020415,-15500.654964548892
849,-21294.11626034645,-15004.567460958384,-14937.507415020415,-15500.654964548894
850,-21294.11626034645,-15004.567460958384,-14937.507415020415,-15500.654964548892
851,-21294.11626034645,-15004.567460958384,-14937.507415020415,-15500.654964548889
852,-21294.11626034645,-15004.567460958384,-14937.507415020415,-15500.654964548892
853,-21294.11626034645,-15004.567460958384,-14937.507415020415,-15500.654964548889
854,-21294.11626034645,-15004.567460958384,-14937.507415020415,-15500.654964548889
855,-21294.11626034645,-15004.567460958384,-14937.507415020415,-15546.83551495183
856,-21294.11626034645,-15004.567460958384,-14937.507415020415,-15546.83551495183
857,-21294.11626034645,-15004.567460958384,-14937.507415020415,-15500.654964548892
858,-21294.11626034645,-15004.567460958384,-14937.507415020415,-15500.654964548894
859,-21294.11626034645,-15004.567460958384,-14937.507415020415,-15490.798920353363
860,-21294.11626034645,-15004.567460958384,-14937.507415020415,-15500.654964548892
861,-21294.11626034645,-15004.567460958384,-14937.507415020415,-15500.654964548892
862,-21294.11626034645,-15004.567460958384,-14937.507415020415,-15500.654964548892
863,-21294.11626034645,-15004.567460958384,-14937.507415020415,-15500.654964548892
864,-21294.11626034645,-15004.567460958384,-14937.507415020415,-15546.83551495183
865,-21294.11626034645,-15004.567460958384,-14937.507415020415,-15546.83551495183
866,-21496.066721371328,-15004.567460958384,-14937.507415020415,-15490.798920353363
867,-21496.066721371328,-15004.567460958384,-14937.507415020415,-15490.798920353363
868,-21496.066721371328,-15004.567460958384,-14937.507415020415,-15950.71721407229
869,-21496.066721371328,-15004.567460958384,-14937.507415020415,-15950.717214072292
870,-21496.066721371328,-15004.567460958384,-14937.507415020415,-15950.717214072294
871,-21496.066721371328,-15009.71286473413,-14937.507415020415,-15950.717214072294
872,-21573.360191489428,-15009.71286473413,-14937.507415020415,-15950.717214072294
873,-21573.360191489428,-15004.567460958384,-14937.507415020415,-15950.717214072294
874,-21573.360191489428,-15004.567460958384,-14937.507415020415,-15950.717214072298
875,-21573.360191489428,-15004.567460958384,-14937.507415020415,-15950.717214072294
876,-21573.360191489428,-15078.055409204491,-14937.507415020415,-15950.717214072298
877,-21951.515071687005,-15078.055409204491,-14937.507415020415,-15950.717214072298
878,-21573.360191489428,-15078.055409204491,-14937.507415020415,-15950.717214072298
879,-21573.360191489428,-15078.055409204491,-14937.507415020415,-15950.7172140723
880,-21573.703269158097,-15078.055409204491,-14937.507415020415,-15950.717214072298
881,-21573.703269158097,-15078.055409204491,-14937.507415020415,-15950.717214072298
882,-21573.703269158097,-15078.055409204491,-14937.507415020415,-15950.717214072298
883,-21573.703468043528,-15078.055409204491,-14937.507415020415,-15950.717214072298
884,-21574.0465457122,-15078.055409204491,-14937.507415020415,-15950.717214072298
885,-21574.0465457122,-15078.055409204497,-14937.507415020415,-15950.717214072298
886,-21574.0465457122,-15078.055409204491,-14937.507415020415,-15950.717214072298
887,-21574.066542889617,-15078.055409204491,-14937.507415020415,-15950.717214072298
888,-21574.066542889617,-15078.055409204491,-14937.507415020415,-15950.717214072298
889,-21574.066542889617,-15078.055409204491,-14937.507415020415,-15950.717214072298
890,-21574.066542889617,-15078.055409204491,-14937.507415020415,-15950.717214072298
891,-21574.066542889617,-15078.055409204491,-14937.507415020415,-15950.717214072298
892,-21574.066542889617,-15078.055409204491,-14937.507415020415,-15950.717214072298
893,-21574.066542889617,-15078.055409204491,-14937.507415020415,-15950.717214072298
894,-21574.066542889617,-15078.055409204491,-14937.507415020415,-15950.717214072298
895,-21574.066542889617,-15078.055409204491,-14937.507415020415,-15950.717214072298
896,-21574.066542889617,-15078.055409204491,-14937.507415020415,-15950.717214072298
897,-21574.066542889617,-15180.953785126894,-14937.507415020415,-15950.717214072298
898,-21574.066542889617,-15180.953785126894,-14937.507415020415,-15950.717214072298
899,-21574.066542889617,-15180.953785126894,-14937.507415020415,-15950.717214072298
900,-21574.066542889617,-15180.953785126894,-14937.507415020415,-15950.717214072298
901,-21574.066542889617,-15180.953785126894,-14937.507415020415,-15950.717214072298
902,-21574.066542889617,-15180.953785126894,-14937.507415020415,-15950.717214072298
903,-21656.92627555549,-15180.953785126894,-14937.507415020415,-15950.717214072298
904,-21690.36887862305,-15180.953785126894,-14937.507415020415,-15950.717214072298
905,-21574.480527103897,-15180.953785126894,-14937.507415020415,-15950.717214072298
906,-21574.480527103897,-15180.953785126894,-14937.507415020415,-15950.717214072298
907,-21574.480527103897,-15180.953785126894,-14937.507415020415,-15950.717214072298
908,-21574.480527103897,-15180.953785126894,-14937.507415020415,-15950.717214072298
909,-21574.480527103897,-15180.953785126894,-14937.507415020415,-15950.717214072298
910,-21574.480527103897,-15180.953785126894,-14937.507415020415,-15950.717214072298
911,-21574.480527103897,-15180.953785126894,-14937.507415020415,-15950.717214072298
912,-21574.480527103897,-15180.953785126894,-14937.507415020415,-15950.717214072298
913,-21574.480527103897,-15180.953785126894,-14937.507415020415,-15950.717214072298
914,-21574.480527103897,-15180.953785126894,-14937.507415020415,-15950.717214072298
915,-21574.480527103897,-15180.953785126894,-14937.507415020415,-15950.717214072298
916,-21574.480527103897,-15180.953785126894,-14937.507415020415,-15950.717214072298
917,-21574.480527103897,-15180.953785126894,-14937.507415020415,-15950.717214072298
918,-21574.480527103897,-15180.953785126894,-14937.507415020415,-15950.717214072298
919,-21574.480527103897,-15180.953785126894,-14937.507415020415,-15950.717214072298
920,-21574.480527103897,-15180.953785126894,-14937.507415020415,-15950.717214072298
921,-21574.480527103897,-15180.953785126894,-14937.507415020415,-15950.717214072298
922,-21574.480527103897,-15473.535278600315,-14937.507415020415,-15950.717214072298
923,-21574.480527103897,-15473.535278600315,-14937.507415020415,-15950.717214072298
924,-21574.480527103897,-15473.535278600315,-14937.507415020415,-15950.717214072298
925,-21574.480527103897,-15473.535278600315,-14937.507415020415,-15950.717214072298
926,-21574.480527103897,-15473.535278600315,-14937.507415020415,-15950.717214072298
927,-21574.480527103897,-15473.535278600315,-14937.507415020415,-15950.717214072298
928,-21574.480527103897,-15473.535278600315,-14937.507415020415,-15950.717214072298
929,-21574.480527103897,-15473.535278600315,-14937.507415020415,-15950.717214072298
930,-21574.480527103897,-15473.535278600315,-14937.507415020415,-15950.717214072298
931,-21574.480527103897,-15473.535278600315,-14937.507415020415,-15950.717214072298
932,-21682.76624886521,-15473.535278600315,-14937.507415020415,-15950.717214072298
933,-21682.76624886521,-15473.535278600315,-14937.507415020415,-15950.717214072298
934,-21682.76624886521,-15473.535278600315,-14937.507415020415,-15950.717214072298
935,-21682.76624886521,-15473.535278600315,-14937.507415020415,-15950.717214072298
936,-21682.76624886521,-15473.535278600315,-14937.507415020415,-15950.717214072298
937,-21682.76624886521,-15473.535278600315,-14937.507415020415,-15950.717214072298
938,-21682.76624886521,-15473.53527860032,-14937.507415020415,-15950.717214072298
939,-21734.251149595308,-15473.53527860032,-14937.507415020415,-15950.717214072298
940,-21734.251149595308,-15473.53527860032,-14937.507415020415,-15950.717214072298
941,-21734.251149595308,-15473.53527860032,-14937.507415020415,-15950.717214072298
942,-21734.251149595308,-15473.53527860032,-14937.507415020415,-15950.717214072298
943,-21734.251149595308,-15473.53527860032,-14937.507415020415,-15950.717214072298
944,-21734.251149595308,-15473.53527860032,-14937.507415020415,-15950.717214072298
945,-21734.251149595308,-15473.53527860032,-14937.507415020415,-15950.717214072298
946,-21734.251149595308,-15473.53527860032,-14937.507415020415,-15950.717214072298
947,-21734.278556218058,-15473.53527860032,-14937.507415020415,-15950.717214072298
948,-21734.278556218058,-15473.53527860032,-14937.507415020415,-15950.717214072298
949,-21734.278556218058,-15473.53527860032,-14937.507415020415,-15950.717214072298
